processed_text,label,original_text
something,0,"I donno its in your genes or something
"
awarded cd draw either entry free gift music txt ur voucher weekly xmas,1,"XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
"
he ok say,0,"Alex says he's not ok with you not being ok with it
"
coming home,0,"Are u coming to the funeral home
"
care school sister take wait,0,"My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
"
chat hand ill phone wit,0,"I.ll hand her my phone to chat wit u
"
good hows morning mr well ya,0,"Well good morning mr . Hows london treatin' ya treacle?
"
cant make tonight,0,"I can't make it tonight
"
come time tomorrow,0,"At WHAT TIME should i come tomorrow
"
bank better call find fixed ltgt,0,"About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
"
co film finish havent long quite tell yet,0,"I can. But it will tell quite long, cos i haven't finish my film yet...
"
ask bb bold co ltgt much new one pls saw,0,"Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
"
call hi missed wine,0,"""Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?""
"
ill look min,0,"Ill be at yours in about 3 mins but look out for me
"
leave,0,"What you did in  leave.
"
alright back call cheer coming everything get gon hows im money na oh ok school work yeah,0,"I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
"
eve give good sat speak ticket way,0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x
"
thats thinking yeah,0,"yeah, that's what I was thinking
"
already give going see spend taking uncle want week,0,"K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
"
already dun got lar ok say start ur wait,0,"Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
"
da going sister,0,"My sister going to earn more than me da.
"
box colour england flag game get mobile optout poly ringtone stop text tone tonight txt,1,"Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
"
dear,0,"Hahaha..use your brain dear
"
finish jus tv watching,0,"Jus finish watching tv... U?
"
back deal else im might need parent place somewhere south tampa,0,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else
"
babe better day feeling full go good great kiss last love morning sleep thought wish,0,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*
"
,0,"Kothi print out marandratha.
"
da got havent rite yet,0,"But we havent got da topic yet rite?
"
going im ok problem sch yup,0,"Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
"
ill keep mind thanks,0,"Thanks, I'll keep that in mind
"
hows,0,"Aah bless! How's your arm?
"
contact dear meeting number save send today,0,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.
"
away boy feel gal hand hold park run think ur wana would,0,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)
"
happy make,0,"What makes you most happy?
"
week wishing wonderful,0,"Wishing you a wonderful week.
"
heart sweet,0,"Sweet heart how are you?
"
sir waiting,0,"Sir, waiting for your letter.
"
dude im longer,0,"Dude im no longer a pisces. Im an aquarius now.
"
course message sending yr,0,"X course it 2yrs. Just so her messages on messenger lik you r sending me
"
get one think,0,"I think steyn surely get one wicket:)
"
anyway fine im studying sure thing tho voice,0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols
"
,0,"Garbage bags, eggs, jam, bread, hannaford wheat chex
"
almost deal dont im kid ltgt money old stuff supposed tell year youre,0,"No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
"
better end evening finish im sound sure time tomorrow txt,0,"Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
"
birthday da ltgt,0,"My birthday is on feb  &lt;#&gt;  da. .
"
gym na wan,0,"So when do you wanna gym?
"
like youd,0,"You'd like that wouldn't you? Jerk!
"
snow,0,"Are u awake? Is there snow there?
"
course make,0,"And of course you should make a stink!
"
comp custcare free question st stop txt unsubscribe wkly,1,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020
"
go room til without,0,"No go. No openings for that room 'til after thanksgiving without an upcharge.
"
coming guy planning,0,"When you guys planning on coming over?
"
wat,0,"Wat ü doing now?
"
colleague friend parent surprise waiting,0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
"
another bus drive hr last might next sir thats think time trip wednesday week,0,"No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
"
back box put thought,0,"Do I? I thought I put it back in the box
"
home im,0,"I'm home...
"
may one plan,0,"No one interested. May be some business plan.
"
cut decided havent hee yet yup,0,"Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
"
day good great morning princess,0,"Good morning princess! Have a great day!
"
free go haf he seen today,0,"Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
"
co finish havent lar neva reply sm tot ur wait wat,0,"Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
"
also difficult loving simple,0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)
"
okay something tell thats,0,"Tell me something. Thats okay.
"
ok,0,"Ok
"
bring hmm ill keep see shall still tomorrow wine,0,"Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
"
face ltgt number quick reply tell test ur waiting,0,"This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
"
friend gave hey im number,0,"Hey, iouri gave me your number, I'm wylie, ryan's friend
"
get yep youre,0,"Yep get with the program. You're slacking.
"
im inside know leave,0,"I'm in inside office..still filling forms.don know when they leave me.
"
sure think,0,"I think your mentor is , but not 100 percent sure.
"
call girl pmin rate send stop text,1,"Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
"
awarded call camera day delivery digital landline within,1,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
"
call computer customer mobile picked receive reward waiting xmas,1,"A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
"
couple date didnt different figure get im people said see set together trying wed week,0,"Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
"
attempt call claim contact customer expires final important message waiting,1,"IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
"
back hi later ltgt might mom,0,"Hi mom we might be back later than  &lt;#&gt; 
"
last sent sport started talk text think two week,1,"dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
"
friend got lol oh,0,"Lol, oh you got a friend for the dog ?
"
frm ok problem wats,0,"Ok., is any problem to u frm him? Wats matter?
"
head ill min see,0,"K I'll head out in a few mins, see you there
"
amp bt dream friendship im msg nice,0,"Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
"
cant message phone pick pls right send,0,"I cant pick the phone right now. Pls send a message
"
dont im isnt leave stay want,0,"I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
"
auction bid care customer send,1,"The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
"
cash chance comp entry every free great latest nokia win wkly,1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022
"
em eve hold online play set somebody using,0,"Somebody set up a website where you can play hold em using eve online spacebucks
"
cool,0,"Its sunny in california. The weather's just cool
"
call message new,1,"You have 1 new message. Call 0207-083-6089
"
dad ltgt make,0,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad
"
day good stuff,0,"Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
"
babe hope im night ok shit sleep tonight work,0,"How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
"
another friend give help land problem stupid,0,"How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
"
call im please work,0,"I'm at work. Please call
"
baby deep inside ltgt soon taking,0,"I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
"
good much nite,0,"NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
"
plan today ur,0,"Ok.ok ok..then..whats ur todays plan
"
nt seriously told,0,"Nt joking seriously i told
"
ah film watching,0,"Watching ajith film ah?
"
forgot get phone tell,0,"Ooooooh I forgot to tell u I can get on yoville on my phone
"
done dont im know shop thats,0,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!
"
ask could dont know,0,"I dont know exactly could you ask chechi.
"
co driving dunno go hr lei lor sch,0,"Dunno lei shd b driving lor cos i go sch 1 hr oni.
"
discount oh want,0,"As in i want custom officer discount oh.
"
thats,0,"That's necessarily respectful
"
better day good hi hope night,0,"Hi. Hope you had a good day. Have a better night.
"
he quick,0,"And he's apparently bffs with carly quick now
"
amp evening get hard hurt leave love much show true,0,"HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
"
babe bring got left luv think ur wil,0,"Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
"
babe bed coming didnt even go hi hope kiss love see soon thanks though wanted xxx,0,"Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
"
free gd got oso wan,0,"So gd got free ice cream... I oso wan...
"
give later ltgt min pls,0,"Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
"
day many since,0,"So how many days since then?
"
